,nom,prenom,age,taille,poids,niveau_etude,revenu_estime_mois,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,sexe_F,sexe_H,sport_licence_non,sport_licence_oui,region_Auvergne-Rhône-Alpes,region_Bretagne,region_Corse,region_Hauts-de-France,region_Normandie,region_Occitanie,region_Provence-Alpes-Côte d’Azur,region_Île-de-France,smoker_non,smoker_oui,nationalité_francaise_non,nationalité_francaise_oui,situation_familiale_célibataire,situation_familiale_divorcé,situation_familiale_marié,situation_familiale_veuf
1110,260,622,65,163.8,44.5,1,1841,0.0,0.38,2022-08-13,574.0,5000.0,500.0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1111,728,26,50,169.8,102.2,0,2142,4.0,0.18,2022-08-27,387.0,5000.0,500.0,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
1112,410,370,52,181.2,88.3,0,1111,4.0,0.95,2021-11-12,400.0,10000.0,500.0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
1113,93,48,27,157.1,77.7,0,1801,3.0,0.44,2024-09-04,762.0,714.94,500.0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False
1114,759,320,39,186.4,51.8,4,4471,3.0,0.43,2021-10-10,574.0,5000.0,16199.551633671726,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1115,375,96,38,192.6,99.6,3,1760,3.0,0.93,2023-10-25,574.0,868.51,500.0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
1116,892,489,69,170.3,51.6,1,2060,3.0,0.37,2022-09-28,574.0,10000.0,3098.309380969443,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False
1117,98,558,27,185.3,86.5,1,3212,0.0,0.86,2023-09-05,807.0,10000.0,500.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True
1118,779,453,74,168.3,83.5,1,3136,2.0,0.62,2020-07-19,574.0,5000.0,23950.74207967979,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
1119,34,76,48,167.3,82.3,2,3093,3.0,0.6,2021-05-11,574.0,10000.0,500.0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1120,270,567,69,178.7,85.3,2,5023,3.0,0.93,2025-04-10,574.0,1676.97,14900.431901911126,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
1121,469,70,61,169.0,82.7,1,1343,3.0,0.25,2020-02-14,706.0,870.92,500.0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
1122,772,0,74,163.0,66.5,0,3049,5.0,0.99,2022-10-08,655.0,10000.0,500.0,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
1123,27,550,58,184.7,62.1,4,3277,3.0,0.85,2025-04-08,413.0,10000.0,500.0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1124,18,384,31,173.2,55.3,3,2429,3.0,0.25,2023-05-02,474.0,5000.0,2445.012805046136,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
1125,395,409,70,169.9,88.2,3,3980,3.0,0.11,2022-01-08,574.0,5000.0,5577.44856930656,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True
1126,469,28,18,178.4,76.5,4,1708,5.0,0.2,2020-03-23,574.0,5000.0,9625.845574796664,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
1127,682,106,18,171.4,84.0,4,2234,1.0,0.65,2025-05-17,341.0,5000.0,10561.932639484903,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
1128,282,558,51,171.8,63.5,4,1825,2.0,0.39,2021-04-16,574.0,10000.0,500.0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False
1129,342,410,52,174.5,66.3,0,2293,3.0,0.07,2024-04-10,316.0,5000.0,500.0,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
1130,817,338,34,153.1,56.5,3,3285,1.0,0.15,2024-08-04,525.0,10000.0,500.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False
1131,54,80,27,162.9,82.4,4,2465,3.0,0.69,2024-03-19,832.0,5000.0,36102.58761325516,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
1132,459,528,35,167.2,41.0,2,4684,3.0,0.01,2023-03-02,574.0,10000.0,500.0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1133,887,392,60,161.1,74.7,1,2370,0.0,0.92,2022-02-26,725.0,5000.0,500.0,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
1134,435,80,32,163.5,71.5,2,1719,3.0,0.2,2020-08-24,574.0,5000.0,500.0,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False
1135,846,459,72,177.9,91.9,4,2425,3.0,0.51,2021-11-19,574.0,10000.0,500.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1136,429,200,27,154.7,66.3,0,1684,3.0,0.97,2023-05-02,574.0,1002.84,10842.751846690668,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1137,953,329,18,162.8,46.9,2,1911,3.0,0.24,2020-08-04,574.0,5000.0,5572.278397167314,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
1138,247,338,45,174.1,73.6,3,2748,3.0,0.59,2024-09-23,574.0,5000.0,7728.598329102197,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
1139,52,12,35,176.2,74.7,1,3421,3.0,0.63,2023-08-27,498.0,5000.0,15212.024253129037,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
1140,383,400,41,177.9,40.8,1,1512,4.0,0.81,2023-03-22,324.0,920.29,15637.931483116514,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
1141,175,124,38,175.8,93.1,2,3577,1.0,0.26,2022-05-15,611.0,5000.0,500.0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1142,160,528,48,183.9,68.9,0,2123,3.0,0.95,2020-01-23,574.0,10000.0,11338.94080242258,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
1143,348,39,41,171.2,81.4,2,2511,4.0,0.24,2021-08-16,335.0,1220.28,500.0,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
1144,14,144,50,175.4,68.6,2,4178,5.0,0.06,2025-01-06,574.0,5000.0,38786.02258457793,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
1145,861,349,24,169.8,73.0,0,500,3.0,0.91,2025-03-20,490.0,293.04,500.0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
1147,175,367,52,183.5,60.4,1,2602,3.0,0.14,2022-06-17,574.0,5000.0,500.0,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False
1148,887,174,35,162.7,41.6,3,4123,3.0,0.79,2023-06-27,306.0,479.97,5495.968669607365,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
1149,679,354,69,175.0,39.7,3,3860,3.0,0.19,2021-01-27,704.0,5000.0,500.0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
1150,257,172,26,178.0,60.2,3,3615,4.0,0.35,2021-04-16,574.0,5000.0,500.0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
1151,215,451,24,163.1,53.8,2,3699,2.0,0.59,2021-02-24,574.0,5000.0,500.0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
1152,367,248,49,181.6,38.8,2,2690,3.0,1.0,2023-07-02,507.0,10000.0,9525.421301036306,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
1153,175,349,47,171.1,44.5,2,1242,3.0,0.13,2024-05-29,574.0,717.85,4745.13568428232,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False
1154,717,439,39,171.8,66.5,2,2204,3.0,0.98,2022-12-15,398.0,5000.0,500.0,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
1155,886,481,65,182.0,58.3,1,2309,3.0,0.36,2020-07-11,574.0,10000.0,6824.706236121776,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
1156,578,442,73,185.8,90.5,3,3407,3.0,0.56,2025-05-21,574.0,10000.0,500.0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False
1157,892,616,50,173.1,63.2,0,1217,1.0,0.64,2021-11-13,553.0,5000.0,500.0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
1158,707,213,37,182.2,76.0,4,2021,3.0,0.81,2023-04-02,574.0,5000.0,500.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False
1159,963,614,34,177.8,53.1,4,4552,2.0,0.84,2021-08-08,790.0,10000.0,500.0,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
1160,231,28,54,174.6,76.9,2,813,3.0,0.99,2021-03-24,686.0,687.0,25570.47119564551,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
1161,31,209,74,152.2,72.9,0,4111,3.0,0.64,2021-02-16,556.0,10000.0,500.0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
1162,132,305,66,169.5,59.9,1,1216,3.0,0.45,2025-02-09,574.0,10000.0,500.0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
1163,352,656,49,150.8,69.6,3,1827,3.0,0.78,2024-06-08,574.0,1154.7,4638.975587629052,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
1164,745,459,24,174.1,65.3,2,3352,5.0,0.12,2022-05-18,527.0,5000.0,27056.669054141723,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
1165,515,0,35,168.2,85.7,3,2096,1.0,0.95,2024-04-03,306.0,942.03,11631.378311895272,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
1166,97,124,40,174.9,81.2,1,3473,3.0,0.32,2020-06-02,741.0,10000.0,20941.35533451329,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1167,531,257,61,176.5,65.7,4,4254,4.0,0.49,2021-09-30,352.0,10000.0,24459.4745517227,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False
1168,244,165,23,170.1,106.1,4,5268,3.0,0.0,2023-11-22,574.0,5000.0,28187.94843743599,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
1169,27,637,43,162.0,102.1,3,3168,5.0,0.96,2020-04-01,331.0,5000.0,20369.88983084691,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1170,953,352,51,158.8,68.3,1,2685,3.0,0.44,2021-12-30,718.0,5000.0,16476.89500268288,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1171,961,459,73,172.9,76.9,1,3165,0.0,0.45,2025-02-24,574.0,10000.0,20304.149653791694,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
1172,867,26,21,182.1,61.8,0,1952,3.0,0.13,2024-10-12,574.0,5000.0,9149.713737992504,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False
1173,541,396,45,166.1,81.6,3,2097,1.0,0.43,2021-08-14,574.0,10000.0,9063.992193063728,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
1174,200,411,53,159.7,96.8,0,2518,3.0,0.9,2022-06-17,574.0,5000.0,10297.861578973992,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1175,371,80,26,172.1,81.0,2,3112,3.0,1.0,2020-11-01,574.0,457.4,500.0,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False
1176,40,213,45,161.6,69.9,1,3268,3.0,0.37,2023-05-20,574.0,1070.89,500.0,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
1177,301,294,63,161.9,62.6,3,1675,3.0,0.03,2021-07-06,574.0,5000.0,2415.4318353413337,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
1178,117,311,54,166.7,63.6,3,3828,5.0,0.51,2025-04-30,376.0,5000.0,4929.495735749877,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False
1179,875,411,58,167.6,53.1,4,3003,4.0,0.87,2024-07-19,574.0,10000.0,500.0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False
1180,467,391,39,171.4,77.4,0,3005,0.0,0.63,2022-12-27,451.0,10000.0,11994.155565786166,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
1181,555,216,67,196.9,75.6,2,743,3.0,0.06,2021-07-10,757.0,457.08,13420.837009444647,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1182,787,330,22,171.6,84.1,2,1589,3.0,0.87,2021-07-16,402.0,5000.0,500.0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
1183,151,584,24,147.8,76.6,3,4420,3.0,0.2,2024-04-24,574.0,5000.0,28880.364881321628,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1184,33,24,31,167.1,67.6,0,3089,3.0,0.38,2022-09-01,574.0,10000.0,500.0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
1185,865,584,41,191.1,91.2,0,2932,3.0,0.96,2021-02-01,574.0,5000.0,500.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False
1186,342,439,63,169.0,60.4,2,2012,4.0,0.55,2025-04-17,707.0,10000.0,3353.4330106364587,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
1187,863,38,21,182.4,78.5,1,5080,5.0,0.01,2023-03-06,782.0,5000.0,13703.88297040526,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
1188,844,648,45,175.4,70.1,3,2146,1.0,0.74,2023-12-28,568.0,961.08,500.0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1189,778,193,37,194.0,62.1,1,3817,3.0,0.01,2020-11-18,489.0,5000.0,18514.6712685514,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1190,467,153,69,152.7,79.1,4,1230,4.0,0.17,2021-05-17,574.0,5000.0,24435.34008926936,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
1191,709,171,38,158.9,66.5,2,3721,3.0,0.02,2024-03-01,574.0,624.45,500.0,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False
1192,469,71,30,159.4,53.5,0,5518,0.0,0.98,2022-05-18,574.0,5000.0,500.0,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False
1193,795,360,68,183.1,74.0,2,2838,4.0,0.22,2020-07-30,574.0,1169.92,500.0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False
1194,887,180,50,185.0,107.3,2,611,3.0,0.36,2021-12-06,389.0,5000.0,24044.07796101801,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
1195,717,257,34,163.6,68.0,4,2294,3.0,0.44,2025-04-07,604.0,319.02,8691.443157660575,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
1196,936,126,33,166.9,78.9,2,2722,3.0,0.45,2024-03-07,542.0,585.12,500.0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
1197,953,210,27,166.7,63.9,4,3444,1.0,0.46,2023-08-13,574.0,5000.0,500.0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False
1198,521,357,56,164.9,64.0,1,3006,3.0,0.9,2025-04-14,574.0,10000.0,15057.705965667948,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
1199,931,627,39,182.7,72.2,2,3466,3.0,0.96,2020-05-02,574.0,5000.0,21061.9901881809,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False
1200,239,453,28,156.4,82.8,0,2542,3.0,0.99,2022-04-12,574.0,5000.0,599.2826027812608,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
1201,753,44,66,181.7,55.1,1,4109,3.0,0.67,2022-04-12,574.0,648.15,500.0,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
1202,34,149,70,162.7,77.9,0,3578,2.0,0.75,2020-04-28,574.0,5000.0,6622.300339722123,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
1203,2,550,59,154.3,80.3,0,864,5.0,0.76,2021-12-01,828.0,270.52,500.0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
1204,41,442,50,169.3,70.0,4,2661,0.0,0.47,2020-05-01,659.0,10000.0,11383.645355092256,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True
1205,753,612,19,168.8,58.5,4,4354,3.0,0.61,2020-07-24,406.0,5000.0,22511.217794679647,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
1206,110,80,30,161.1,57.6,3,2998,3.0,0.67,2021-04-17,837.0,414.98,20741.37874908,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False
1207,19,26,39,156.8,70.8,4,534,4.0,0.87,2023-11-12,574.0,5000.0,19635.997764467586,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False
1208,111,108,31,174.4,70.8,3,500,3.0,0.71,2021-11-26,574.0,5000.0,19517.82898274985,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
1209,28,126,20,163.2,95.6,4,1992,3.0,0.29,2021-06-27,473.0,10000.0,12835.57639516452,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
1210,747,76,65,182.5,66.8,4,2612,4.0,0.64,2020-07-11,556.0,862.2,500.0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
1211,284,584,63,162.8,85.5,3,1741,0.0,0.34,2020-02-10,574.0,583.77,500.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
1212,454,610,48,189.6,66.7,3,1464,3.0,0.79,2020-04-03,678.0,262.1,21641.76434350072,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
1213,340,542,19,162.5,59.2,3,4000,3.0,0.18,2021-04-22,830.0,5000.0,30733.79516709794,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
1214,326,35,18,165.6,62.3,1,1751,2.0,0.44,2025-03-24,574.0,5000.0,500.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
1215,500,648,19,169.0,64.6,4,2561,3.0,0.99,2020-05-05,335.0,10000.0,19516.817267980667,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False
1216,383,271,63,171.7,56.5,2,555,5.0,0.4,2020-02-08,736.0,5000.0,18978.120835594247,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
1217,686,484,34,168.5,65.2,1,4479,3.0,0.67,2023-11-25,457.0,10000.0,500.0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False
1218,941,453,26,155.4,59.8,0,4065,2.0,0.97,2023-02-28,369.0,10000.0,4496.717317037311,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1219,444,33,58,195.0,81.6,3,621,3.0,0.24,2023-06-17,845.0,858.44,2504.610141047304,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False
1220,786,259,49,178.1,54.6,0,4489,3.0,0.2,2023-09-04,574.0,10000.0,505.5993852115245,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False
1221,111,206,44,167.2,52.7,0,1815,3.0,0.96,2020-11-24,509.0,10000.0,500.0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
1222,772,177,27,185.1,56.6,3,1429,3.0,0.33,2021-02-16,519.0,5000.0,7658.449239506435,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1223,9,293,23,177.3,75.0,1,1751,3.0,0.59,2021-02-17,574.0,402.6,550.3920627687447,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
1224,653,120,49,165.1,64.3,3,1072,3.0,0.1,2024-05-17,574.0,5000.0,500.0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False
1225,88,334,49,169.6,92.4,3,1379,5.0,0.21,2020-04-08,422.0,10000.0,500.0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1226,639,209,35,176.4,81.6,1,3322,3.0,0.8,2021-08-23,574.0,5000.0,500.0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
1227,841,550,55,163.0,75.0,2,1588,3.0,0.33,2022-02-27,574.0,5000.0,5341.028968337724,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
1228,914,348,50,183.1,67.9,1,3164,0.0,0.05,2022-05-10,574.0,5000.0,500.0,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False
1229,961,27,63,171.7,64.8,0,1787,3.0,0.2,2023-02-07,688.0,857.8,500.0,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
1230,953,296,51,180.5,67.4,3,3853,3.0,0.42,2022-12-11,574.0,10000.0,500.0,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True
1231,289,524,33,171.9,75.5,3,2088,3.0,0.32,2022-08-30,574.0,10000.0,16003.19484055718,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
1232,890,190,73,185.2,67.2,2,647,3.0,0.11,2020-03-05,699.0,5000.0,13005.741673146224,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
1233,615,248,67,173.1,72.9,0,4309,3.0,0.18,2021-11-23,805.0,5000.0,8504.257979295746,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
1234,3,124,34,174.1,87.0,2,1656,3.0,0.56,2025-01-13,574.0,1143.27,500.0,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False
1235,110,514,66,166.1,75.2,0,4060,3.0,0.69,2021-01-31,769.0,783.31,21026.94915554756,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
1236,75,400,69,176.8,75.3,4,2890,3.0,0.69,2023-01-03,574.0,559.04,13076.406874422384,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
1237,750,378,20,176.0,61.9,0,2230,2.0,0.55,2023-09-06,320.0,5000.0,500.0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
1238,826,475,64,168.1,47.6,2,646,3.0,0.14,2021-06-15,574.0,1032.1,7129.175527268493,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False
1239,953,470,22,173.9,107.4,0,743,3.0,0.45,2022-01-11,574.0,490.82,500.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
1240,925,507,61,178.2,70.5,2,2633,3.0,0.07,2021-05-02,574.0,5000.0,500.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
1241,153,326,55,189.3,77.6,4,3120,1.0,0.76,2020-09-03,544.0,5000.0,28648.772767630267,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
1242,284,334,49,168.8,47.5,2,4324,2.0,0.93,2022-07-15,574.0,5000.0,500.0,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
1243,65,320,57,163.4,62.6,1,500,3.0,0.81,2020-03-31,337.0,5000.0,500.0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False
1244,352,165,75,160.4,85.1,2,3724,3.0,0.89,2025-02-09,465.0,806.42,3153.2237902978586,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False
1245,4,398,67,156.0,84.5,2,2840,3.0,0.71,2022-05-02,574.0,5000.0,12743.034821945816,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
1246,964,648,70,175.0,53.4,1,789,3.0,0.37,2024-08-22,501.0,5000.0,500.0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
1247,69,610,69,163.5,57.7,2,620,3.0,0.88,2025-03-02,823.0,10000.0,500.0,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False
1248,321,360,32,180.4,68.0,0,2349,3.0,0.8,2024-04-24,574.0,10000.0,500.0,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
1249,950,625,75,166.9,60.7,0,4963,4.0,0.46,2022-04-05,574.0,331.03,13331.74594014329,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False
1250,118,435,63,172.7,60.3,4,1338,3.0,0.23,2021-12-02,574.0,5000.0,13235.87926350807,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1251,627,96,67,164.7,56.5,3,3007,3.0,0.03,2023-05-09,574.0,10000.0,23211.60862584896,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
1252,57,453,43,171.7,50.2,2,1878,3.0,0.69,2025-01-21,367.0,869.89,500.0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
1253,253,393,45,150.6,58.3,2,2117,1.0,0.85,2021-07-31,574.0,5000.0,500.0,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
1254,384,626,24,178.7,67.8,3,3303,3.0,0.09,2022-12-25,468.0,10000.0,29119.90473661206,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False
1255,178,459,34,168.8,89.5,0,2999,3.0,0.31,2022-06-26,574.0,1396.72,500.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False
1256,645,336,18,167.1,66.1,3,2348,2.0,0.51,2024-10-19,448.0,1508.04,4759.946047931218,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False
1257,357,656,20,156.0,57.0,3,2075,1.0,0.14,2021-01-03,574.0,5000.0,500.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
1258,104,122,22,176.7,63.5,4,1685,4.0,0.3,2022-07-03,643.0,10000.0,8636.79294278348,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
1259,924,442,62,160.6,56.2,1,2869,3.0,0.28,2020-11-19,574.0,5000.0,500.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
