,age,niveau_etude,revenu_estime_mois,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,sport_licence_non,sport_licence_oui,smoker_non,smoker_oui,situation_familiale_célibataire,situation_familiale_divorcé,situation_familiale_marié,situation_familiale_veuf,imc
1742,60,2,2157,3.0,0.73,2023-04-04,574.0,986.92,500.0,False,True,True,False,False,False,True,False,26.994939416153326
1743,54,4,1708,3.0,0.69,2020-01-07,635.0,5000.0,22391.779815250644,True,False,True,False,False,False,True,False,19.02633661722666
1744,47,4,1503,3.0,0.68,2024-05-22,574.0,5000.0,32134.828918881223,False,True,False,True,False,False,True,False,24.558128239570767
1745,41,4,2315,3.0,0.29,2021-10-25,574.0,879.01,13746.639606810038,False,True,False,True,True,False,False,False,22.61357490535425
1746,19,0,694,3.0,0.43,2024-12-20,503.0,5000.0,500.0,True,False,False,True,False,True,False,False,28.50448393767531
1747,30,1,3529,3.0,0.55,2025-05-26,574.0,10000.0,18066.72041747846,False,True,False,True,True,False,False,False,15.647281614386785
1748,48,2,4242,3.0,0.19,2021-10-17,696.0,868.56,580.0323597140433,False,True,True,False,False,False,False,True,33.27081601940656
1749,62,3,3634,4.0,0.93,2025-01-18,595.0,5000.0,18094.90172010177,True,False,False,True,False,False,True,False,25.172402655888256
1750,27,0,2303,5.0,0.95,2024-08-26,478.0,10000.0,500.0,True,False,False,True,False,False,False,False,20.285051466860633
1751,66,1,1759,1.0,0.83,2024-11-21,574.0,10000.0,10508.958169952964,True,False,False,True,False,False,True,False,27.133726653985317
1752,49,3,2369,5.0,0.16,2023-12-12,574.0,10000.0,500.0,False,True,True,False,False,True,False,False,21.980340484971794
1753,68,4,3317,3.0,0.15,2024-01-04,477.0,5000.0,9461.168778528594,True,False,True,False,False,False,True,False,23.887917889263576
1754,48,1,1542,3.0,0.37,2020-05-03,574.0,5000.0,500.0,True,False,True,False,True,False,False,False,28.136636295063518
1755,46,2,1726,3.0,0.26,2024-03-09,574.0,10000.0,500.0,False,True,False,True,True,False,False,False,26.39520742308905
1756,37,3,500,3.0,0.62,2022-05-23,589.0,5000.0,5094.284227560223,True,False,False,True,False,False,False,True,18.779631688407797
1757,69,4,4653,0.0,0.41,2021-11-26,321.0,5000.0,28626.23311421219,False,True,True,False,False,False,False,False,35.099316440812316
1758,45,0,2661,1.0,0.47,2022-03-09,574.0,5000.0,500.0,False,True,True,False,False,False,False,False,34.46123315512271
1759,20,4,3384,3.0,0.64,2021-02-13,574.0,5000.0,38761.03403719308,False,True,True,False,False,False,True,False,25.697369965237733
1760,26,2,956,3.0,0.31,2020-08-07,574.0,5000.0,500.0,False,True,False,True,False,False,False,False,24.1237396439511
1761,53,3,500,2.0,0.42,2022-02-16,606.0,5000.0,6791.945868893442,True,False,True,False,False,False,True,False,25.967158626290097
1762,58,2,1520,3.0,0.76,2022-12-18,574.0,10000.0,500.0,True,False,False,True,False,False,False,True,22.91472007358566
1763,43,1,500,3.0,0.28,2020-06-04,574.0,5000.0,500.0,True,False,False,True,False,False,True,False,25.634646578232445
1764,21,4,2191,3.0,0.41,2020-12-12,574.0,718.04,27084.63411382942,True,False,True,False,False,False,True,False,16.885502042158933
1765,56,3,3629,3.0,0.57,2021-07-19,574.0,5000.0,5142.341555462631,False,True,False,True,False,False,False,False,35.264531642088144
1766,45,0,4574,3.0,0.25,2024-08-30,589.0,5000.0,16813.329769241922,False,True,True,False,False,False,False,False,27.68261609251733
1767,26,4,3268,3.0,0.1,2020-05-18,574.0,298.11,35839.806260067395,True,False,True,False,True,False,False,False,14.607346714852325
1768,35,1,3103,1.0,0.8,2020-06-01,574.0,1204.87,10856.91282140522,True,False,False,True,False,False,False,True,23.375380082440067
1769,37,0,5232,3.0,0.81,2020-06-18,574.0,5000.0,5018.281552408887,True,False,True,False,True,False,False,False,13.844897959183672
1770,72,4,3922,5.0,0.01,2021-07-31,574.0,1037.66,500.0,True,False,False,True,True,False,False,False,21.9943255362426
1771,60,0,1146,3.0,0.19,2021-08-03,574.0,10000.0,500.0,False,True,False,True,False,True,False,False,31.531227273512044
1772,29,1,3986,4.0,0.43,2022-09-14,368.0,1289.58,13136.35075059826,True,False,True,False,False,False,False,False,27.406294026712565
1773,59,4,5501,1.0,0.79,2021-08-22,628.0,10000.0,20069.891635762317,True,False,False,True,True,False,False,False,25.860205247277005
1774,46,0,3872,3.0,0.77,2020-01-18,574.0,5000.0,13848.160540080662,False,True,True,False,False,True,False,False,13.596414897319875
1775,36,1,2489,3.0,0.73,2022-11-16,449.0,5000.0,16951.603550852673,False,True,True,False,False,False,False,True,20.96326530612245
1776,58,2,1108,1.0,0.28,2021-07-26,574.0,5000.0,500.0,False,True,False,True,True,False,False,False,23.43788992892418
1777,38,3,2174,3.0,0.09,2023-06-29,643.0,1022.56,500.0,False,True,False,True,False,True,False,False,23.96239972419879
1778,37,3,665,0.0,0.89,2020-03-07,827.0,5000.0,500.0,True,False,False,True,False,True,False,False,22.96053487179433
1779,71,4,4420,3.0,0.27,2020-05-29,742.0,960.54,37936.02218782731,True,False,True,False,False,True,False,False,27.245764799566768
1780,73,3,2039,3.0,0.54,2023-09-21,509.0,1036.54,35840.32499839171,False,True,True,False,False,True,False,False,22.056241820677325
1781,20,0,500,3.0,0.0,2024-11-06,574.0,820.66,500.0,False,True,False,True,False,False,True,False,19.354526539894515
1782,24,0,2843,5.0,0.73,2025-01-31,453.0,5000.0,500.0,True,False,False,True,False,False,True,False,28.99816577867063
1783,41,1,2739,3.0,0.17,2021-09-17,634.0,5000.0,500.0,False,True,True,False,True,False,False,False,20.323363820466728
1784,39,2,3150,3.0,0.01,2023-07-22,574.0,5000.0,500.0,True,False,True,False,False,True,False,False,27.28640565027105
1785,57,1,1984,3.0,0.89,2025-02-22,451.0,588.21,500.0,False,True,False,True,False,True,False,False,29.68297515622618
1786,62,1,910,3.0,0.41,2021-03-10,574.0,5000.0,500.0,True,False,False,True,False,False,False,True,30.155899061963268
1787,52,2,1376,3.0,0.05,2024-03-07,459.0,5000.0,500.0,True,False,True,False,False,False,False,False,31.481275215959997
1788,48,1,889,3.0,0.25,2021-12-31,369.0,10000.0,4122.098974657722,True,False,True,False,False,False,False,False,22.434765872596856
1789,25,1,1503,1.0,0.7,2023-09-11,574.0,5000.0,19262.618653466987,False,True,True,False,False,True,False,False,19.31686255324271
1790,31,0,2882,0.0,0.44,2023-06-23,573.0,767.55,4958.093848446732,True,False,False,True,False,True,False,False,26.15916955017301
1791,60,1,2260,3.0,0.92,2020-11-30,640.0,5000.0,16332.531480122769,True,False,True,False,False,False,False,False,32.66613819527018
1792,70,2,1839,4.0,0.37,2020-08-06,546.0,5000.0,8834.20723482096,False,True,False,True,False,False,False,True,20.69176577855606
1793,56,4,4384,3.0,0.44,2024-10-03,574.0,5000.0,35892.406702366265,False,True,True,False,False,False,True,False,39.723642249620404
1794,59,0,2409,1.0,0.75,2021-08-31,574.0,5000.0,500.0,True,False,True,False,False,True,False,False,16.111633805826383
1795,40,2,500,3.0,0.62,2021-02-07,621.0,906.95,10970.335139378954,True,False,True,False,False,False,False,True,30.562163590926573
1796,68,2,4333,3.0,0.27,2025-05-24,667.0,5000.0,12376.522311569031,True,False,False,True,False,False,False,True,28.19587001501075
1798,23,4,1357,3.0,0.05,2024-09-21,809.0,1081.79,500.0,False,True,True,False,True,False,False,False,25.42310568381564
1799,59,3,1631,4.0,0.32,2024-07-12,574.0,742.66,500.0,True,False,False,True,True,False,False,False,38.109163675796076
1800,20,0,500,4.0,0.0,2021-02-02,574.0,5000.0,13974.147005918265,False,True,True,False,False,False,False,True,18.2477527873153
1801,74,4,2310,3.0,0.14,2023-04-15,682.0,1001.08,11388.527697418902,True,False,False,True,True,False,False,False,20.739058229459623
1802,61,4,3813,4.0,0.66,2021-01-30,608.0,5000.0,21288.389851588887,True,False,True,False,False,False,False,False,16.86917238176072
1803,56,4,4274,3.0,0.34,2022-12-23,829.0,5000.0,3576.960700280952,False,True,True,False,False,False,False,False,23.786724753787603
1804,68,3,2292,3.0,0.68,2022-06-08,345.0,1043.66,541.0945926663508,True,False,True,False,False,False,False,True,31.897169460018016
1805,68,0,500,3.0,0.94,2022-06-21,637.0,5000.0,500.0,True,False,True,False,False,False,False,False,23.43905446507043
1806,63,1,1248,3.0,0.46,2021-08-22,574.0,5000.0,500.0,True,False,False,True,False,False,False,False,18.671200165092717
1807,40,0,2457,3.0,0.32,2024-02-19,574.0,5000.0,4834.071649902603,False,True,False,True,False,False,True,False,19.560858721697883
1808,62,2,2944,1.0,0.15,2025-01-04,574.0,873.97,24807.49331799818,False,True,True,False,False,True,False,False,27.27058861166175
1809,30,1,3285,3.0,0.07,2023-06-29,366.0,10000.0,500.0,True,False,False,True,False,False,False,False,30.925406649702943
1810,68,1,500,3.0,0.62,2020-07-16,574.0,5000.0,500.0,True,False,True,False,True,False,False,False,26.23952875193473
1811,27,2,1787,3.0,0.09,2023-10-16,574.0,5000.0,500.0,True,False,False,True,False,False,True,False,20.792722547108514
1812,70,1,3297,3.0,0.79,2024-07-23,574.0,5000.0,894.3353290959652,False,True,True,False,False,False,False,True,21.53396213456652
1813,36,4,2368,3.0,0.17,2022-08-06,574.0,5000.0,500.0,True,False,True,False,False,False,False,False,23.12351563478637
1814,53,1,1627,0.0,0.27,2024-01-13,356.0,5000.0,500.0,False,True,True,False,False,False,False,True,21.70138888888889
1815,22,3,858,0.0,0.23,2024-05-08,786.0,5000.0,3195.0854436875466,False,True,False,True,False,False,False,True,34.35125750416015
1816,25,2,2265,3.0,0.85,2023-02-10,829.0,5000.0,7247.651956085897,True,False,False,True,False,False,False,False,26.186886961880422
1817,73,0,500,3.0,0.16,2023-12-09,574.0,5000.0,19189.593052364064,False,True,True,False,False,False,False,False,25.448875027845848
1818,26,0,2391,3.0,0.08,2024-07-04,574.0,5000.0,13452.185153603868,False,True,True,False,False,False,False,False,28.80941548372268
1819,19,4,4252,1.0,0.27,2022-04-07,401.0,5000.0,500.0,True,False,False,True,True,False,False,False,25.295535191312897
1820,47,3,1537,3.0,0.35,2023-12-07,682.0,886.96,25491.392829455865,False,True,False,True,True,False,False,False,27.51899040484808
1821,55,0,500,3.0,0.99,2020-03-20,407.0,5000.0,500.0,False,True,True,False,False,False,True,False,20.56739654911688
1822,75,4,2005,3.0,0.52,2021-02-19,618.0,10000.0,21602.03131321096,False,True,False,True,False,True,False,False,27.74499282732437
1823,54,4,2511,3.0,0.59,2024-05-04,772.0,5000.0,24904.077258647285,False,True,True,False,True,False,False,False,16.747018842124312
1824,67,3,2345,3.0,0.19,2023-06-24,574.0,5000.0,12026.43769876255,False,True,False,True,True,False,False,False,20.159077141165035
1825,24,2,3231,3.0,0.62,2024-09-12,574.0,791.72,26039.687483253965,False,True,True,False,False,False,False,True,18.193156638872146
1826,41,3,1989,3.0,0.11,2022-08-09,574.0,5000.0,6617.7104756558,True,False,False,True,True,False,False,False,28.89946923657719
1827,75,4,4245,3.0,0.99,2023-02-16,574.0,10000.0,30728.05297987601,True,False,False,True,False,False,False,True,33.96847007943927
1829,48,4,1131,0.0,0.06,2024-01-09,467.0,5000.0,18195.158740213275,True,False,True,False,True,False,False,False,20.055656089554752
1830,60,3,4911,3.0,0.75,2022-01-02,415.0,10000.0,11116.069428926814,False,True,True,False,False,False,False,False,23.927746271791637
1831,52,1,4589,0.0,0.55,2025-05-22,389.0,10000.0,500.0,False,True,False,True,False,False,False,False,23.631424026960374
1832,41,3,3877,2.0,0.69,2021-01-10,574.0,5000.0,24453.461863581266,False,True,True,False,False,False,False,False,24.396543713817074
1833,42,0,1637,5.0,0.09,2024-09-20,591.0,292.94,500.0,True,False,True,False,False,False,False,True,29.60313824791667
1834,29,2,4282,3.0,0.77,2024-02-11,574.0,901.63,500.0,True,False,True,False,False,False,False,True,21.80126378844328
1835,46,4,2274,2.0,0.89,2020-02-15,574.0,10000.0,16434.10507499428,True,False,False,True,False,False,False,True,22.95881555542521
1836,46,3,4112,3.0,0.07,2021-10-13,574.0,5000.0,30351.331916078558,True,False,True,False,False,False,False,False,25.627317985899964
1837,55,3,987,0.0,0.02,2021-02-14,778.0,5000.0,13882.841056177624,True,False,False,True,False,False,False,False,14.562613373365863
1838,63,3,1106,1.0,0.93,2021-09-08,559.0,10000.0,17470.91347498265,True,False,True,False,False,False,False,False,21.67543526550429
1839,20,4,4060,3.0,0.19,2024-03-27,574.0,5000.0,36404.34786527911,False,True,True,False,True,False,False,False,18.548652551551317
1840,52,3,3933,3.0,0.19,2021-10-04,574.0,5000.0,13819.589570110342,True,False,False,True,False,True,False,False,31.630263970451644
1841,67,3,1867,3.0,0.79,2023-04-08,574.0,5000.0,16761.22188423294,False,True,True,False,False,False,False,True,38.7702816017502
1842,67,4,1152,3.0,0.29,2023-08-28,759.0,5000.0,27408.556867513897,False,True,False,True,False,False,False,False,22.58681788814179
1843,29,1,2175,3.0,0.66,2022-09-10,574.0,5000.0,500.0,True,False,False,True,False,False,False,False,17.044027413972515
1844,71,2,3447,3.0,0.87,2023-11-29,574.0,5000.0,500.0,True,False,True,False,False,False,False,False,17.516728475694286
1845,23,1,716,5.0,0.71,2025-01-13,632.0,5000.0,500.0,False,True,True,False,False,True,False,False,38.099017189126386
1846,29,3,1423,3.0,0.91,2022-02-05,574.0,5000.0,13663.08375723242,True,False,True,False,False,False,False,False,20.628993160137668
1847,40,2,2741,3.0,0.01,2020-02-24,528.0,5000.0,500.0,False,True,False,True,True,False,False,False,34.09867994182378
1848,60,1,4276,0.0,0.15,2022-05-27,478.0,5000.0,16040.427506050592,False,True,True,False,False,True,False,False,24.668325110007167
1849,58,3,3772,4.0,0.37,2023-03-01,386.0,5000.0,500.0,True,False,True,False,False,False,False,False,35.558755163991826
1850,26,4,657,1.0,0.43,2022-05-22,574.0,5000.0,13996.712302238768,True,False,False,True,True,False,False,False,26.797155167224222
1851,38,0,2421,3.0,0.81,2025-04-18,372.0,280.84,500.0,False,True,False,True,False,True,False,False,34.65474453733561
1852,75,2,2505,3.0,0.91,2022-04-21,574.0,1043.82,500.0,True,False,False,True,False,False,False,False,16.906995638222067
1853,46,4,3696,3.0,0.61,2021-05-10,451.0,881.14,11085.036744239263,True,False,False,True,False,False,False,True,18.789543010097617
1854,69,0,2686,1.0,0.0,2023-09-21,457.0,975.93,500.0,True,False,False,True,False,False,False,True,38.19601629696695
1855,41,0,2226,3.0,0.56,2022-01-01,574.0,741.03,500.0,False,True,True,False,False,True,False,False,16.40281134988699
1856,57,1,3183,5.0,0.87,2025-02-24,574.0,5000.0,11329.728378623,False,True,False,True,True,False,False,False,36.622431707020546
1857,49,3,2558,3.0,0.93,2021-02-09,574.0,5000.0,1207.6940848372165,False,True,False,True,False,False,False,False,23.143447358285776
1859,40,4,1175,2.0,0.84,2024-07-01,763.0,5000.0,22166.333438067617,False,True,True,False,False,False,True,False,23.086419753086417
1860,33,1,2220,3.0,0.12,2023-11-04,574.0,576.24,5323.233433464113,False,True,False,True,False,False,True,False,23.03543860528776
1861,60,3,3042,2.0,0.03,2022-10-19,596.0,5000.0,34442.777781919875,False,True,False,True,False,False,False,True,25.37259204035584
1862,58,4,2724,5.0,0.11,2021-07-31,574.0,5000.0,18479.79922513718,True,False,True,False,True,False,False,False,22.179930795847753
1863,50,0,3136,3.0,0.98,2020-01-03,574.0,10000.0,500.0,False,True,True,False,False,False,False,False,15.623824374394433
1864,52,2,4518,2.0,0.07,2024-11-12,834.0,10000.0,22743.289460155636,True,False,True,False,False,False,True,False,31.00766609173285
1865,69,2,2454,3.0,0.96,2024-10-09,574.0,5000.0,5055.858292189139,True,False,False,True,False,False,True,False,24.026478836676556
1866,69,1,2321,3.0,0.67,2022-10-10,574.0,5000.0,500.0,True,False,True,False,False,False,False,True,20.124197995310364
1867,31,3,2048,3.0,0.89,2023-10-02,574.0,10000.0,16945.183993366074,False,True,False,True,False,False,False,True,28.16533139901268
1868,41,4,2296,1.0,0.73,2021-07-23,664.0,324.22,26039.1924673522,True,False,False,True,True,False,False,False,31.506839038865287
1869,38,4,3720,4.0,0.86,2020-07-24,574.0,5000.0,8333.450879489175,False,True,False,True,False,False,False,False,31.937428711096626
1870,62,4,500,3.0,0.31,2025-02-05,574.0,10000.0,21694.853308047223,True,False,True,False,False,False,False,False,30.52501913411194
1871,42,4,2507,3.0,0.21,2024-10-26,665.0,5000.0,32502.45738968504,False,True,True,False,False,False,True,False,23.44687029371714
1872,71,3,956,2.0,0.42,2022-02-21,574.0,5000.0,31005.98202931224,True,False,True,False,False,True,False,False,26.22244047468923
1873,59,2,1236,5.0,0.82,2020-03-14,797.0,5000.0,30334.938442549043,False,True,True,False,True,False,False,False,16.34986306989679
1874,42,2,770,1.0,0.2,2025-01-21,530.0,5000.0,500.0,True,False,False,True,False,False,False,True,24.35984753096312
1875,19,3,792,3.0,0.53,2024-10-23,355.0,10000.0,500.0,False,True,False,True,False,True,False,False,16.138918847619124
1876,21,4,1948,0.0,0.94,2021-03-27,574.0,10000.0,500.0,True,False,True,False,False,False,False,True,22.494674556213017
1877,70,1,2743,3.0,0.88,2022-11-24,517.0,708.48,6087.284476437842,False,True,False,True,False,False,False,False,16.165950961196156
1878,53,3,965,3.0,0.18,2022-02-27,574.0,5000.0,18936.896712549995,False,True,True,False,False,False,False,False,24.964685437152262
1879,53,1,3307,4.0,0.67,2023-11-29,574.0,937.16,13109.174932150589,True,False,True,False,False,False,False,True,37.92558117271052
1880,52,2,1184,0.0,0.53,2022-02-27,574.0,5000.0,19058.859948114423,False,True,True,False,True,False,False,False,18.741155859032812
1881,68,2,4327,0.0,0.37,2024-05-16,671.0,10000.0,21377.04583434361,True,False,True,False,True,False,False,False,15.671288056897321
1882,35,4,2704,0.0,0.26,2024-12-20,443.0,5000.0,17229.709250531378,False,True,False,True,False,False,True,False,18.99863078833284
1883,27,0,3519,3.0,0.76,2021-09-01,555.0,5000.0,500.0,True,False,False,True,False,False,False,True,27.481610754725992
1884,41,1,2639,1.0,0.6,2024-05-30,574.0,5000.0,26010.58630043527,False,True,True,False,False,False,True,False,23.832352487381254
1885,51,0,1130,3.0,0.57,2022-04-19,812.0,5000.0,831.8943462970913,True,False,True,False,False,False,True,False,24.71469487393457
1886,28,2,3633,1.0,0.77,2022-09-09,756.0,5000.0,19853.504939045702,False,True,True,False,False,True,False,False,17.792063376108963
1887,28,3,3327,3.0,0.11,2021-12-26,574.0,5000.0,500.0,True,False,False,True,False,False,False,False,21.95355845003366
1888,43,1,3056,3.0,0.09,2024-11-11,780.0,652.5,500.0,True,False,False,True,False,False,True,False,27.531272608462277
1889,38,2,3801,0.0,0.83,2024-01-10,574.0,682.47,11418.884064746571,False,True,False,True,False,False,False,True,15.232466117263389
1890,57,3,1895,3.0,0.0,2021-12-22,399.0,10000.0,500.0,True,False,True,False,False,False,True,False,20.19747023052724
1891,18,0,3042,4.0,0.61,2022-01-08,574.0,5000.0,500.0,False,True,False,True,False,False,False,True,27.05881826760947
1892,24,2,5221,3.0,0.78,2024-12-15,574.0,5000.0,24205.827351714302,False,True,True,False,False,False,True,False,34.265558075081884
1893,62,2,2059,3.0,0.57,2022-11-30,574.0,5000.0,500.0,False,True,False,True,False,True,False,False,32.67586093591697
1894,37,0,3462,3.0,0.5,2025-01-27,574.0,5000.0,9702.850550364954,True,False,True,False,True,False,False,False,39.05094507060109
1895,29,3,3145,4.0,0.27,2021-02-01,574.0,874.79,22914.99168546076,False,True,False,True,False,True,False,False,23.438067613410908
1896,48,2,1007,3.0,0.07,2022-04-07,574.0,10000.0,22432.625728872008,False,True,True,False,False,True,False,False,25.422842185151215
1897,75,2,2599,5.0,0.28,2022-07-23,574.0,5000.0,500.0,True,False,False,True,False,False,False,True,30.221368876019575
1898,32,0,5547,3.0,0.51,2021-07-14,558.0,10000.0,23439.19892043822,True,False,True,False,False,False,False,False,28.056898666446557
1899,18,3,909,3.0,0.64,2020-05-09,663.0,10000.0,14803.660235423937,True,False,True,False,True,False,False,False,19.1186402288638
1900,49,4,2480,3.0,0.14,2020-01-28,592.0,10000.0,38467.42605267748,False,True,True,False,False,False,True,False,24.56395327585173
1901,73,1,4151,4.0,0.69,2024-01-05,574.0,5000.0,12190.848654481688,False,True,False,True,False,False,True,False,26.292540980069514
1902,36,4,2001,3.0,0.28,2022-02-23,574.0,5000.0,500.0,True,False,True,False,True,False,False,False,31.506143163914537
1904,18,0,748,3.0,0.79,2025-01-29,574.0,5000.0,500.0,True,False,True,False,False,False,False,False,17.210928642214963
1905,27,2,1599,3.0,0.21,2024-12-19,574.0,5000.0,34003.250488952915,False,True,True,False,False,False,False,False,27.994652804301566
1906,45,0,3410,5.0,0.43,2024-10-09,707.0,1014.8,11206.62143586454,True,False,True,False,False,False,True,False,31.632956032662435
1907,58,4,1980,0.0,0.31,2020-12-24,574.0,10000.0,500.0,True,False,False,True,False,False,False,True,24.884363010505936
1908,53,2,3250,5.0,0.66,2022-06-29,574.0,5000.0,16924.14431523937,False,True,True,False,False,False,True,False,21.023313850865346
1909,73,4,4054,3.0,0.61,2023-12-25,574.0,5000.0,500.0,True,False,False,True,False,False,False,False,15.591473691244275
1910,67,0,699,3.0,0.44,2024-08-21,574.0,5000.0,500.0,True,False,True,False,False,False,True,False,31.170583481009384
1911,65,1,2915,3.0,0.61,2023-06-28,340.0,10000.0,8668.700433931757,False,True,True,False,False,False,True,False,19.852246069815486
1912,33,4,1357,3.0,0.59,2022-07-02,312.0,10000.0,22275.08592007826,False,True,False,True,False,False,True,False,26.114377742534852
1913,44,3,500,3.0,0.67,2024-10-05,456.0,5000.0,11811.9366116146,False,True,True,False,True,False,False,False,29.17917461310442
1914,42,4,1925,4.0,0.88,2024-11-22,674.0,10000.0,39179.539908572944,False,True,True,False,False,False,False,True,20.9690442619836
1915,60,2,1487,3.0,0.44,2021-12-24,574.0,5000.0,500.0,False,True,True,False,False,False,False,True,24.955607521977917
1916,56,2,2102,3.0,0.81,2023-12-14,574.0,5000.0,13988.983737372526,True,False,True,False,False,True,False,False,20.58041392068447
1917,50,0,2434,3.0,0.43,2021-10-01,574.0,253.19,500.0,True,False,False,True,False,True,False,False,24.87115278092072
1918,31,3,2918,1.0,0.53,2022-10-26,574.0,1108.38,35674.54425456137,False,True,True,False,False,False,False,True,21.829731057713367
1919,32,3,2603,1.0,0.8,2024-07-09,558.0,5000.0,36000.05811992677,False,True,True,False,True,False,False,False,28.53806736338247
1920,61,1,2274,3.0,0.78,2022-12-11,625.0,5000.0,7929.581346369373,False,True,False,True,True,False,False,False,24.019565027513323
1921,67,2,3866,0.0,0.96,2022-04-06,574.0,712.67,16844.098492553883,False,True,True,False,False,False,True,False,20.24120420557968
1922,30,0,813,3.0,0.41,2022-02-28,574.0,10000.0,500.0,True,False,False,True,False,False,True,False,34.365029540509624
1923,36,1,3019,3.0,0.64,2021-05-04,302.0,944.11,500.0,True,False,True,False,False,False,False,True,28.095327341742067
1924,66,0,1508,3.0,0.04,2022-06-09,474.0,10000.0,500.0,True,False,False,True,False,False,False,False,33.58486555425655
1925,65,1,1144,3.0,0.43,2020-09-11,574.0,5000.0,500.0,True,False,True,False,True,False,False,False,19.287203969732136
1926,35,0,838,3.0,0.51,2020-02-19,574.0,5000.0,1090.0649195052767,False,True,False,True,True,False,False,False,28.14729225512164
1927,62,2,3079,3.0,0.19,2023-07-20,574.0,1167.19,23152.62635050313,True,False,True,False,False,False,True,False,37.814452812049346
1928,64,3,3337,2.0,0.67,2024-03-01,687.0,5000.0,32790.127870949305,False,True,True,False,True,False,False,False,26.803655021765053
1929,36,3,1655,5.0,0.24,2024-09-02,574.0,10000.0,5177.434130280867,False,True,True,False,True,False,False,False,12.44218484765925
1930,26,0,1954,5.0,0.96,2021-08-13,574.0,5000.0,6366.342859916189,False,True,True,False,False,False,False,False,24.43827479338843
1931,65,1,1852,3.0,0.84,2020-04-24,489.0,5000.0,500.0,False,True,False,True,True,False,False,False,28.295767141649755
1933,60,0,1497,3.0,0.48,2024-04-27,574.0,5000.0,500.0,True,False,True,False,True,False,False,False,27.24408211803847
1934,19,4,2260,3.0,0.16,2023-10-09,574.0,557.34,17828.41218351097,False,True,True,False,True,False,False,False,27.607950449173668
1935,53,4,910,3.0,0.45,2022-09-24,720.0,5000.0,500.0,True,False,False,True,False,False,True,False,18.90870527182778
1936,26,1,2315,2.0,0.3,2023-10-03,749.0,5000.0,17200.94367853948,False,True,True,False,False,False,False,True,23.43279518746407
1937,60,4,3168,3.0,0.91,2024-11-14,574.0,5000.0,32475.35973374233,False,True,False,True,False,False,True,False,26.962934882239125
1938,65,2,2261,3.0,0.71,2020-07-30,352.0,5000.0,20687.0584415222,False,True,True,False,False,True,False,False,30.041085931279248
1939,55,3,2953,3.0,0.07,2023-10-03,574.0,5000.0,500.0,True,False,False,True,False,False,True,False,32.160547746415865
1940,62,4,2560,0.0,0.45,2024-11-02,557.0,5000.0,20101.202727313528,True,False,False,True,False,False,False,True,23.202881576912027
1941,25,1,1731,3.0,0.67,2023-07-15,574.0,5000.0,500.0,False,True,False,True,False,False,True,False,26.769454873970307
1942,35,0,502,3.0,0.11,2022-06-23,631.0,10000.0,500.0,False,True,False,True,False,False,False,False,33.30252283601566
1943,46,0,3665,0.0,0.29,2020-09-11,356.0,1112.17,17977.875617211103,False,True,True,False,False,False,True,False,25.448152207960256
1944,20,2,1815,3.0,0.52,2023-08-15,574.0,547.96,16183.317063799392,False,True,True,False,False,False,True,False,21.34067952249771
1945,65,0,3778,0.0,0.8,2024-01-06,595.0,5000.0,500.0,True,False,True,False,False,True,False,False,33.02825784159588
1946,52,3,1581,3.0,0.09,2022-11-10,711.0,5000.0,28646.555726940034,False,True,True,False,False,False,True,False,16.037685302239773
1947,47,3,855,3.0,0.07,2024-12-12,574.0,5000.0,500.0,True,False,False,True,False,True,False,False,24.842638849614058
1948,45,2,2793,3.0,0.38,2022-07-04,574.0,781.27,500.0,True,False,False,True,False,True,False,False,19.470075891040384
1949,61,2,2789,3.0,0.02,2020-11-05,422.0,5000.0,500.0,True,False,True,False,False,False,False,False,21.46865509991718
1950,49,3,3258,3.0,0.2,2024-08-15,574.0,1195.17,8264.411121742502,True,False,False,True,False,True,False,False,20.38854121060719
1951,52,1,1605,3.0,0.97,2023-04-05,568.0,5000.0,4721.270985384865,False,True,False,True,False,False,True,False,30.527913644796765
1952,46,2,737,3.0,0.5,2024-02-14,566.0,5000.0,500.0,False,True,False,True,False,False,False,True,36.02722924217756
1953,70,1,2490,2.0,0.58,2021-05-09,324.0,5000.0,11850.369614690995,False,True,True,False,False,False,True,False,22.601693582803616
1954,69,2,2259,3.0,0.41,2024-10-31,574.0,5000.0,500.0,True,False,False,True,True,False,False,False,20.1016875473242
1955,45,2,1428,3.0,0.75,2024-04-04,400.0,5000.0,3185.468954054042,True,False,True,False,True,False,False,False,27.052736301606
1956,68,4,500,3.0,0.63,2021-02-08,754.0,5000.0,13519.885861560002,True,False,False,True,False,False,False,False,13.959612421598164
1957,62,0,1580,5.0,0.83,2020-01-09,496.0,5000.0,500.0,True,False,True,False,False,False,False,True,21.597246944345553
1958,37,3,2403,3.0,0.36,2024-11-24,574.0,5000.0,500.0,False,True,False,True,True,False,False,False,15.251166419680677
1959,18,2,4391,5.0,0.95,2021-10-30,574.0,5000.0,500.0,False,True,False,True,False,False,False,True,16.374950579723897
1960,38,3,2457,3.0,0.95,2021-10-20,788.0,5000.0,26128.687156751723,True,False,True,False,False,False,True,False,25.32948827875881
1961,65,0,2950,3.0,0.22,2023-12-22,574.0,698.96,2600.6895009863306,True,False,False,True,True,False,False,False,21.580804113015333
1962,27,2,1430,5.0,0.09,2023-10-31,574.0,5000.0,500.0,True,False,False,True,True,False,False,False,18.213138799955168
