,nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
608,921,271,46,182.4,45.2,0,0,2,4,1,0,500,0,5.0,0.26,2023-04-25,,548.06,500.0
609,968,30,70,180.2,74.5,0,0,0,2,0,0,3329,4,0.0,0.72,2020-09-19,612.0,10000.0,500.0
610,627,207,51,183.9,59.8,0,0,2,2,0,0,4806,1,,0.2,2025-02-25,,5000.0,500.0
611,674,103,50,180.2,68.1,0,0,1,0,1,1,500,1,1.0,0.62,2020-04-22,456.0,5000.0,500.0
612,188,295,47,165.7,68.6,0,0,3,4,1,1,1181,1,4.0,0.05,2020-06-09,,5000.0,500.0
613,738,639,28,161.1,57.2,1,1,4,1,0,1,3401,0,4.0,0.71,2020-10-24,465.0,10000.0,32916.89585109401
614,340,470,21,172.9,81.7,1,0,0,2,0,0,3338,4,,0.21,2024-03-04,490.0,10000.0,500.0
615,633,336,42,165.3,75.5,1,1,0,0,0,0,1997,4,,0.76,2024-06-23,755.0,991.69,500.0
616,47,560,31,174.0,67.8,0,0,4,5,1,0,1410,0,4.0,0.68,2025-01-04,,,500.0
617,526,166,23,162.5,55.9,1,0,3,6,0,1,2203,4,,0.59,2023-04-08,,,29886.90863760261
618,857,170,57,169.5,88.3,1,1,1,6,0,1,2371,4,4.0,0.69,2022-11-22,825.0,543.26,23746.99647292048
619,444,511,51,164.0,74.9,0,1,3,6,1,0,500,0,3.0,0.24,2022-07-11,513.0,10000.0,500.0
620,725,280,19,153.1,64.9,1,1,3,2,1,0,2564,4,4.0,0.03,2022-09-24,,663.52,500.0
621,295,435,59,174.7,46.4,0,0,3,4,1,1,3198,4,,0.89,2024-06-22,,388.41,15028.581820523268
622,489,614,49,166.0,78.1,1,0,2,2,0,0,2306,0,0.0,0.64,2021-07-27,,,500.0
623,137,279,35,160.5,84.9,1,1,0,3,0,1,3234,1,,0.52,2021-07-11,,,8600.648893706006
624,804,48,21,153.6,88.1,1,1,3,7,1,0,3070,2,,0.58,2022-12-17,791.0,5000.0,9825.729814473463
625,295,626,30,174.0,83.7,1,1,4,5,0,1,500,2,0.0,0.1,2020-05-23,,10000.0,17036.680201676703
626,879,363,72,174.6,51.2,0,1,0,4,1,0,2655,4,1.0,0.09,2023-12-24,321.0,10000.0,500.0
627,280,615,44,168.3,68.2,1,1,1,6,1,1,3123,2,,0.65,2022-09-06,806.0,5000.0,20396.247744681383
628,742,170,65,174.8,89.5,0,1,4,2,1,1,1058,2,,0.46,2022-04-19,576.0,1287.43,500.0
629,20,602,50,177.8,62.8,1,1,0,7,1,0,1137,4,,0.52,2020-07-26,648.0,,500.0
630,260,649,62,181.9,91.8,0,0,0,0,0,0,3155,4,,0.32,2021-11-13,,10000.0,500.0
631,823,259,36,174.1,52.1,1,0,0,5,0,0,785,1,,0.33,2020-08-20,324.0,,500.0
632,701,535,20,182.3,107.4,1,1,4,4,1,0,2613,0,,0.25,2021-11-05,658.0,10000.0,500.0
633,962,558,50,176.4,71.4,1,0,1,0,0,1,2430,3,,0.05,2021-08-30,,,2179.9540644179174
634,228,254,40,169.9,62.5,0,1,0,6,0,0,1975,3,,0.97,2024-08-20,,10000.0,500.0
635,974,233,26,169.2,61.9,1,0,1,2,1,1,3535,3,,0.88,2023-02-18,649.0,5000.0,500.0
636,149,124,30,189.6,77.7,0,1,4,3,0,1,3202,4,,0.37,2022-02-10,,10000.0,23124.572672263635
637,914,343,70,179.2,70.3,0,1,0,0,0,0,3067,1,,0.33,2023-11-15,690.0,,500.0
638,750,557,74,160.1,90.7,0,0,1,0,1,1,4583,4,,0.45,2022-07-21,,789.54,7300.042929230574
639,793,125,36,176.1,75.6,0,0,3,0,0,0,2251,0,,0.58,2024-06-18,,410.51,500.0
640,465,26,23,176.5,38.1,1,0,1,1,0,0,3998,2,,0.63,2020-09-04,713.0,418.79,500.0
641,787,498,25,169.1,67.3,0,0,1,4,1,1,4143,4,3.0,0.71,2022-11-16,,5000.0,4492.145732725343
642,90,28,71,177.6,68.0,0,1,1,0,1,0,1881,0,,0.72,2020-12-12,,847.92,500.0
643,623,656,52,176.5,28.4,0,0,1,5,0,1,1851,2,,0.97,2023-12-14,,5000.0,500.0
644,147,459,60,156.9,99.6,0,0,0,5,1,1,1449,3,3.0,0.43,2021-07-08,,10000.0,500.0
645,4,493,21,151.5,94.9,0,0,2,7,1,1,1223,1,,0.2,2020-04-10,,868.62,500.0
646,778,404,67,178.2,74.6,0,1,0,2,0,0,2916,1,,0.48,2023-12-16,540.0,10000.0,500.0
647,151,28,64,161.8,66.6,0,0,0,3,1,0,2811,1,,0.37,2025-02-17,,5000.0,500.0
648,270,132,71,160.8,105.5,0,0,4,0,0,1,4947,0,,0.0,2024-04-13,,,25151.281467326688
649,97,33,52,167.8,88.1,1,0,3,2,1,1,2937,3,,0.3,2022-08-29,,10000.0,7911.083974614097
650,846,26,70,168.0,75.2,0,0,3,5,0,1,2670,3,3.0,0.98,2024-03-03,801.0,5000.0,36896.60980019855
651,469,517,43,161.6,78.2,0,1,3,5,0,0,2189,3,2.0,0.85,2020-04-24,,5000.0,1998.9243449274347
652,716,149,39,180.4,59.6,0,1,4,3,1,0,2903,4,1.0,0.25,2020-12-21,807.0,1055.61,500.0
653,342,111,69,161.8,50.0,0,1,0,0,0,1,2470,1,1.0,0.78,2023-12-05,464.0,5000.0,10783.05855056268
654,487,279,31,174.3,86.1,1,0,0,6,1,0,2021,4,,0.47,2020-09-20,574.0,,500.0
655,973,294,47,184.3,77.1,1,0,3,4,0,0,4857,4,,0.19,2021-09-11,,5000.0,12507.864081330485
656,930,86,37,153.2,70.8,0,1,2,5,0,1,500,2,3.0,0.69,2024-03-03,400.0,,12534.086087338055
657,78,114,31,168.0,59.6,0,1,3,3,1,1,3466,4,,0.57,2020-03-29,519.0,5000.0,17023.97520924748
658,702,605,56,171.3,73.3,0,1,1,5,0,0,3906,2,,0.36,2020-07-06,,,2813.500497804289
659,848,330,27,171.3,89.1,0,0,2,4,0,1,500,3,,0.05,2022-10-24,,,7650.239810585742
660,540,206,44,162.8,89.8,1,0,3,4,1,1,2481,1,5.0,0.99,2020-09-19,579.0,5000.0,14225.3372344427
661,9,459,26,166.9,42.8,1,0,0,0,0,1,942,3,,0.35,2022-01-07,,5000.0,500.0
662,93,339,50,168.5,55.5,0,1,1,0,1,1,1559,4,,0.84,2024-11-25,567.0,5000.0,500.0
663,657,390,74,178.9,91.9,1,0,2,1,0,1,1767,3,2.0,0.44,2020-05-26,,992.53,15635.971719797486
664,280,48,70,149.7,70.0,1,1,4,7,1,1,3425,0,,0.8,2020-08-03,686.0,5000.0,18764.585626528544
665,889,0,31,192.3,59.7,1,1,1,3,0,1,943,2,2.0,0.47,2022-07-12,360.0,10000.0,5572.693231935993
666,423,546,47,167.9,65.2,1,0,0,7,0,1,1358,1,,0.49,2023-06-15,305.0,10000.0,4586.889041982074
667,689,528,19,174.5,61.6,1,0,0,1,0,0,2779,1,3.0,0.09,2020-03-11,411.0,10000.0,500.0
668,702,248,73,176.6,50.6,1,1,0,7,0,1,1621,1,3.0,0.76,2024-11-08,385.0,,16177.121288527109
669,109,370,38,153.6,68.7,0,1,2,2,1,1,1195,3,,0.14,2023-05-21,833.0,10000.0,500.0
670,115,31,46,182.0,69.3,0,0,3,3,1,1,3333,0,,0.19,2020-09-10,,10000.0,8943.350242989567
671,277,157,26,141.5,66.3,0,1,0,6,0,1,2796,2,4.0,0.54,2022-06-03,,5000.0,12787.499641856708
672,768,324,70,149.0,41.7,0,1,2,6,1,0,3871,1,,0.19,2020-08-17,,,500.0
673,111,87,32,178.4,51.8,1,1,2,0,1,0,3159,1,,0.2,2021-12-30,,1050.15,500.0
674,704,329,75,153.8,60.0,1,0,1,5,1,1,1641,3,4.0,0.74,2022-02-15,,713.54,500.0
675,206,353,25,158.5,68.9,0,0,2,1,0,1,500,4,0.0,0.14,2020-04-30,331.0,,3602.0572172903267
676,421,459,54,155.4,66.7,1,0,4,1,0,0,3175,4,,0.5,2022-07-26,360.0,,580.3723833248425
677,467,165,71,173.4,65.9,1,0,1,1,1,1,2425,3,,0.99,2020-10-06,381.0,5000.0,4133.895360615895
678,499,581,29,163.6,54.0,0,0,0,5,0,1,3212,1,5.0,0.61,2022-09-30,,5000.0,2371.972611770464
679,14,157,35,154.1,45.9,0,1,4,0,1,0,2022,3,,0.3,2020-05-08,,1070.67,500.0
680,957,374,44,181.2,82.9,1,1,4,0,1,1,2308,3,,0.3,2023-11-22,,,16957.3941868435
681,590,381,61,174.8,111.1,1,0,0,7,0,1,2613,4,0.0,0.34,2022-02-16,670.0,5000.0,7438.027916673134
682,636,484,68,176.0,76.4,0,1,3,3,0,1,5345,2,1.0,0.63,2020-06-04,363.0,,28168.06385337335
683,555,88,29,154.5,47.3,0,1,0,1,0,1,500,1,,0.06,2020-08-05,,10000.0,12046.205178867209
684,635,587,56,180.6,59.4,1,1,0,3,0,0,1776,2,1.0,0.43,2025-01-29,,5000.0,500.0
685,982,442,31,161.5,57.3,1,0,2,2,0,1,3453,2,,0.93,2020-04-15,,10000.0,14069.071759640394
686,390,76,29,196.3,60.1,1,1,3,4,0,0,4510,2,5.0,0.34,2024-09-27,,5000.0,14476.711366790529
687,324,553,64,186.3,89.4,1,0,1,6,0,1,3432,3,1.0,0.48,2023-02-21,,,28433.95647982497
688,398,621,55,154.4,60.4,1,1,1,1,1,0,3050,1,,0.15,2023-05-09,652.0,,500.0
689,30,109,44,177.5,65.4,0,0,2,5,1,0,2651,2,,0.94,2022-10-31,836.0,,500.0
690,897,605,24,181.0,86.5,1,1,2,3,1,1,2142,2,,0.04,2023-03-27,,5000.0,500.0
691,410,239,60,165.5,79.3,1,1,3,6,0,1,4102,0,1.0,0.83,2020-03-26,,,43887.63323854497
692,648,329,71,197.9,73.6,1,0,0,6,0,0,2161,2,3.0,0.06,2025-03-05,,421.1,500.0
693,456,649,33,167.9,84.0,1,1,3,1,1,1,2061,1,,0.78,2021-04-06,,,18751.338613719585
694,883,510,23,171.3,78.8,0,1,3,6,0,1,2806,4,,0.3,2020-05-17,,,33790.934028461925
695,384,459,22,182.0,69.3,0,0,1,6,1,1,1809,1,,0.79,2020-03-31,,,1846.089316631996
696,119,50,43,161.4,64.6,0,1,2,4,0,1,3974,4,4.0,0.96,2023-07-11,303.0,,23670.74957331744
697,594,46,25,185.9,47.5,0,0,2,2,1,0,1245,2,4.0,0.53,2024-04-10,,,500.0
698,819,296,18,176.6,58.0,0,1,0,7,1,0,1285,0,,0.72,2024-05-05,667.0,5000.0,500.0
699,656,459,73,179.1,57.6,1,1,0,3,1,1,3991,1,1.0,0.11,2021-05-17,,10000.0,500.0
700,890,614,70,170.2,57.5,1,0,1,5,0,0,1061,4,,0.03,2022-08-14,,846.98,500.0
701,66,524,45,168.7,84.5,0,1,1,4,1,1,3686,2,2.0,0.87,2024-04-28,390.0,566.08,7549.507251288014
702,813,459,70,159.0,61.8,0,0,4,5,1,1,3650,0,,0.94,2023-11-20,,5000.0,12762.371866272675
703,467,186,59,162.0,41.0,0,1,0,1,1,1,2768,0,5.0,0.65,2020-12-02,,,6847.684831678455
704,981,290,58,175.5,65.6,0,1,1,3,1,1,1326,0,5.0,0.53,2020-09-08,,,500.0
705,11,442,23,162.5,55.5,1,0,2,0,1,1,1237,3,,0.16,2020-01-17,744.0,,8128.129620552187
706,539,48,63,166.4,98.1,0,1,1,5,0,1,1173,0,,0.68,2022-07-02,428.0,,3681.123044139684
707,530,478,50,194.4,65.0,1,1,3,2,1,1,2571,0,,0.42,2023-10-02,620.0,5000.0,15089.998384791275
708,853,476,60,178.8,62.8,1,1,2,5,0,1,2583,0,,0.86,2024-06-18,,421.32,20579.7385473986
709,290,322,69,166.1,61.0,0,0,3,7,1,1,3935,4,,0.2,2022-11-06,,10000.0,28400.018228752502
710,14,648,66,184.8,72.2,1,1,2,7,0,0,1272,4,1.0,0.04,2020-11-18,,,500.0
711,886,587,19,163.7,71.0,0,1,1,3,0,1,2320,0,5.0,0.73,2023-04-22,,5000.0,13337.63621486146
712,59,562,25,174.2,48.3,0,1,2,1,0,1,500,2,4.0,0.26,2023-06-22,562.0,10000.0,12483.11135845582
713,122,463,42,170.6,73.7,1,1,4,6,0,1,2521,4,4.0,0.92,2024-09-09,,10000.0,27258.509415783898
714,981,181,51,169.7,86.7,1,0,2,6,0,0,565,2,4.0,0.85,2021-12-11,468.0,734.92,500.0
715,846,611,39,169.2,73.8,1,0,1,0,0,0,626,0,3.0,0.39,2025-06-06,655.0,770.38,500.0
716,783,294,41,199.5,49.5,0,1,4,4,1,0,3646,1,1.0,0.36,2021-09-03,,543.18,500.0
717,505,645,18,156.7,62.7,0,1,3,3,1,0,869,3,3.0,0.77,2024-06-17,484.0,1053.52,500.0
718,637,648,68,172.0,69.2,0,1,4,0,1,1,3370,3,3.0,0.83,2022-05-19,844.0,,26325.54973326867
719,217,279,54,165.2,56.3,1,0,2,3,1,1,1974,2,4.0,0.94,2020-06-13,,10000.0,9046.498896998608
720,448,615,38,163.9,93.4,0,1,0,6,0,0,2656,0,,0.31,2025-02-02,,,500.0
721,175,542,58,156.4,86.3,0,1,1,7,0,1,3330,4,5.0,0.4,2023-04-30,,10000.0,24341.10694073292
722,797,585,42,153.6,43.8,1,1,3,6,1,0,1121,3,,0.82,2025-01-31,,,1198.40278870796
723,402,165,53,175.8,86.2,0,0,1,3,1,1,4298,4,,0.76,2025-03-18,,,500.0
724,846,181,21,167.6,68.8,0,1,3,2,0,0,3155,0,2.0,0.76,2021-08-31,510.0,5000.0,500.0
725,252,375,26,151.7,45.0,1,0,0,0,1,0,3151,2,5.0,0.29,2025-03-01,363.0,5000.0,500.0
726,958,207,49,177.1,93.5,1,1,0,6,1,1,1930,0,,0.52,2024-06-28,,10000.0,7347.346017845576
727,747,412,56,167.4,69.1,1,0,2,0,0,0,4354,3,,0.55,2020-10-20,619.0,,500.0
728,561,526,41,143.9,68.1,1,0,1,6,0,0,2327,0,,0.64,2025-01-16,,10000.0,500.0
729,839,544,40,179.7,63.7,1,1,1,0,0,0,2542,1,2.0,0.29,2021-04-06,421.0,10000.0,500.0
730,193,35,45,159.4,62.8,1,1,3,0,0,0,1928,3,4.0,0.53,2024-12-16,,5000.0,500.0
731,892,29,66,180.6,99.3,0,0,1,2,0,0,3144,1,,0.71,2021-02-03,,175.25,500.0
732,515,239,71,165.7,51.7,0,0,2,3,0,1,1311,2,4.0,0.32,2023-03-03,,5000.0,500.0
733,970,341,67,185.9,55.8,1,1,1,3,1,1,2073,4,5.0,0.17,2022-01-14,517.0,5000.0,2957.735052299841
734,710,524,50,165.8,60.1,1,1,1,4,1,1,2271,2,,0.01,2024-07-11,,5000.0,10100.043128108056
735,767,326,52,166.6,48.8,1,1,0,3,0,0,500,0,,0.23,2021-09-03,807.0,5000.0,500.0
736,14,360,71,170.3,63.6,1,1,4,4,0,1,1726,3,0.0,0.24,2025-06-04,,10000.0,18950.107921604256
737,218,330,58,167.5,55.5,1,0,4,0,0,0,2293,2,,0.27,2023-05-08,,884.55,564.7858833290218
738,890,611,34,168.2,50.6,0,0,1,4,1,1,2531,2,,0.73,2022-08-15,500.0,5000.0,500.0
739,747,550,47,177.7,73.0,0,1,2,0,0,1,1414,2,0.0,0.98,2022-04-19,344.0,5000.0,13904.822032884444
740,417,143,67,172.9,63.1,1,0,0,2,1,1,3963,1,2.0,0.43,2021-12-24,,5000.0,500.0
741,615,459,55,178.8,74.0,1,1,4,5,1,1,3299,2,,0.32,2021-06-18,,,16118.51763534448
742,147,190,54,172.6,76.8,0,0,0,3,1,0,1144,1,,0.15,2022-10-24,,,500.0
743,887,482,66,165.1,55.8,1,1,1,2,1,0,3106,1,,0.37,2025-03-26,,5000.0,500.0
744,627,44,52,172.3,68.5,0,0,1,4,0,0,2301,2,,0.66,2023-10-10,,1215.84,500.0
745,367,549,24,171.7,93.9,1,0,0,2,0,1,2920,4,,0.11,2021-07-19,765.0,10000.0,500.0
746,212,157,43,163.1,58.9,0,0,1,3,0,1,4147,4,1.0,0.58,2021-09-19,,10000.0,1303.426423485049
747,269,587,33,181.2,84.2,0,0,2,1,0,0,1804,2,,0.3,2022-02-20,,5000.0,500.0
748,388,351,33,151.8,64.7,0,1,4,3,0,0,2762,3,5.0,0.32,2022-06-29,440.0,,500.0
749,605,380,46,163.9,61.0,0,1,3,0,0,0,2489,1,,0.21,2023-06-27,623.0,,5228.925359555471
750,698,248,63,143.7,49.8,0,0,0,3,1,1,500,2,,0.68,2024-01-30,,5000.0,500.0
751,787,459,32,169.8,60.1,1,0,4,6,0,0,1990,2,,0.06,2023-07-15,,5000.0,500.0
752,961,53,25,184.2,78.5,0,0,0,2,1,1,3217,4,3.0,0.92,2021-10-19,,5000.0,500.0
753,889,206,59,174.5,56.0,1,0,2,6,1,0,1828,2,,0.05,2024-05-27,,5000.0,500.0
754,759,296,59,178.8,67.5,1,1,4,6,0,1,1712,1,,0.6,2024-02-12,,551.68,30608.618250535248
755,156,209,28,154.8,46.9,1,0,4,3,1,1,633,1,1.0,0.92,2021-04-21,300.0,10000.0,3681.716862447288
756,144,176,25,161.0,47.6,1,0,1,2,0,1,3586,0,,0.32,2023-05-28,788.0,296.61,11435.755695720103
757,869,279,38,185.0,57.2,1,1,0,3,0,0,3344,3,2.0,0.69,2021-05-12,791.0,,500.0
758,953,329,70,168.8,78.6,1,0,1,5,1,0,1808,1,,0.45,2024-03-02,689.0,,500.0
759,175,321,67,163.3,103.8,1,0,0,6,1,1,3383,3,,0.49,2022-05-02,804.0,5000.0,2600.2234067969134
760,322,124,43,181.1,78.7,1,1,3,3,0,1,3568,1,1.0,0.46,2021-03-03,784.0,1006.02,38581.58326076975
761,480,124,52,170.3,63.8,1,0,3,2,1,1,3605,1,1.0,0.61,2021-05-27,546.0,5000.0,14852.347077061037
762,197,648,28,180.8,61.8,0,1,4,2,0,1,1995,1,5.0,0.25,2023-10-24,488.0,5000.0,11408.76158074839
763,716,167,36,173.5,57.8,1,0,1,1,0,1,678,3,,0.52,2022-11-02,,1039.94,8427.301954426792
764,556,511,62,154.6,72.6,0,0,2,3,0,1,2619,1,2.0,0.35,2022-06-18,670.0,10000.0,7589.296723322725
765,151,130,36,183.6,48.4,1,1,3,1,1,1,4122,1,0.0,0.03,2023-08-12,615.0,281.27,37021.24314335338
766,940,170,29,173.0,65.5,1,1,1,0,1,0,2083,4,4.0,0.2,2021-12-21,430.0,825.08,500.0
767,961,656,39,186.8,60.2,0,1,3,5,0,1,4064,4,1.0,0.2,2023-02-22,,1090.72,38597.40698768768
768,936,528,43,172.0,93.8,0,0,3,5,0,1,2119,4,2.0,0.6,2020-02-12,682.0,5000.0,27709.49832108441
769,482,329,69,185.5,87.0,1,0,1,3,0,0,4204,0,,0.79,2022-04-14,332.0,874.31,500.0
770,225,299,46,160.4,90.0,1,0,4,4,0,0,606,0,,0.8,2020-05-08,562.0,10000.0,500.0
771,888,524,66,188.5,73.9,0,1,0,0,0,1,3578,4,,0.83,2024-02-23,790.0,5000.0,26303.44957979199
772,587,355,65,167.1,49.0,0,0,3,5,1,1,500,1,1.0,0.36,2022-03-12,,5000.0,500.0
773,193,538,27,164.2,88.7,0,0,2,2,1,1,2471,3,5.0,0.8,2020-01-11,,10000.0,500.0
774,65,124,19,177.1,74.6,1,1,1,7,1,1,3292,3,,0.93,2022-04-26,,10000.0,7560.603246361036
775,289,404,18,177.6,59.7,1,1,3,6,1,0,1775,0,1.0,0.41,2025-03-02,573.0,,8427.679988847724
776,624,439,45,170.0,77.3,0,1,3,5,1,0,500,4,4.0,0.71,2020-09-01,,1257.37,500.0
777,21,435,41,164.1,40.1,1,0,1,7,1,1,2542,0,,0.99,2024-05-06,763.0,10000.0,10264.314606260545
778,346,324,55,188.8,83.9,1,1,3,4,1,0,2832,4,,0.68,2024-01-12,688.0,,500.0
779,846,31,42,159.1,72.5,1,0,0,1,0,0,1852,4,3.0,0.65,2020-01-16,,10000.0,500.0
780,434,463,24,159.6,73.1,0,0,2,7,0,0,1368,0,,0.46,2024-12-24,561.0,,500.0
781,120,585,19,148.9,88.9,0,0,3,2,1,0,2180,3,,0.11,2025-03-10,415.0,,500.0
782,712,370,64,157.1,74.4,0,1,0,0,1,1,1185,4,1.0,0.6,2021-09-19,423.0,761.76,500.0
783,846,249,41,180.5,51.6,0,0,3,6,1,1,1608,3,,0.05,2023-05-29,712.0,,19948.55530577029
784,469,257,38,176.6,74.1,1,1,2,7,0,0,1930,2,1.0,0.5,2022-11-26,595.0,,500.0
785,846,564,59,159.8,93.4,0,0,1,3,1,1,2403,3,2.0,0.3,2023-05-07,,,500.0
786,26,248,22,167.3,101.3,0,1,4,3,0,0,1111,3,,0.94,2023-02-25,380.0,,500.0
787,887,54,63,173.6,47.6,0,1,2,3,1,1,1901,0,0.0,0.13,2023-08-02,,10000.0,9346.241062621397
788,751,558,69,181.2,55.0,0,1,0,7,0,0,5059,0,5.0,0.69,2021-09-20,,,3578.8122995430704
789,627,296,67,165.3,53.5,1,0,0,6,1,0,2448,0,1.0,0.13,2020-09-21,413.0,5000.0,500.0
790,652,181,33,175.1,71.6,1,1,4,4,1,1,3860,3,,0.65,2024-08-17,,5000.0,21105.465723365476
791,531,343,36,151.3,85.3,1,1,2,3,1,0,3676,1,0.0,0.88,2024-02-22,353.0,764.54,500.0
792,243,238,59,167.7,58.4,0,1,0,1,1,0,2897,0,,0.75,2022-07-21,,5000.0,500.0
793,367,476,39,187.4,76.7,0,0,1,3,1,0,2327,2,,0.43,2020-05-09,,210.57,500.0
794,96,350,31,174.1,66.6,0,1,3,0,0,0,1307,1,,0.57,2023-11-13,,1313.32,6309.4498277366265
795,320,287,65,176.0,61.7,0,1,4,1,1,0,4607,4,0.0,0.52,2021-07-23,523.0,867.14,500.0
796,306,50,48,159.2,72.2,1,1,4,4,0,1,3180,1,3.0,0.6,2024-10-03,,,36556.59307284404
797,750,391,53,173.8,54.8,0,0,1,2,1,0,2429,2,5.0,0.79,2023-12-03,644.0,5000.0,500.0
798,538,238,48,169.6,69.9,1,0,1,0,1,0,2395,2,,0.4,2020-12-30,,10000.0,500.0
799,402,591,66,165.6,84.3,0,1,1,7,0,1,1976,2,,0.13,2022-04-22,380.0,,21781.98695875671
800,772,420,41,153.7,56.9,0,0,3,7,1,0,2466,4,,0.68,2023-06-23,,,500.0
801,569,42,35,177.4,84.1,0,0,2,3,0,1,1555,3,,0.51,2022-12-08,537.0,5000.0,4723.846046656456
802,45,288,56,160.0,69.4,1,0,3,7,1,0,1519,3,,0.54,2021-04-07,,5000.0,500.0
803,601,339,27,175.4,68.7,1,1,0,1,0,0,3179,0,,0.94,2023-10-09,,5000.0,500.0
804,950,615,62,172.3,72.8,1,1,4,0,1,1,2423,4,,0.21,2020-03-11,594.0,5000.0,13513.468560001344
805,356,453,20,187.1,86.7,0,1,1,2,1,1,2487,2,2.0,0.6,2020-11-01,,5000.0,500.0
806,32,35,32,162.5,52.9,0,0,0,6,0,0,3650,4,,0.39,2022-05-07,446.0,841.6,500.0
807,552,535,52,156.3,55.2,1,0,0,3,1,1,1467,4,,0.51,2022-03-28,561.0,10000.0,500.0
808,883,190,32,174.2,67.2,1,1,3,7,1,0,500,2,2.0,0.89,2021-08-08,,,500.0
809,876,545,60,166.6,62.8,0,0,3,3,0,0,1996,1,3.0,0.99,2023-11-23,541.0,10000.0,500.0
810,707,630,62,171.8,41.0,0,1,1,3,1,1,2003,1,4.0,0.69,2022-12-05,,904.17,1428.5107814896191
811,939,207,18,173.4,55.4,1,0,3,5,1,0,795,3,2.0,0.3,2020-05-10,307.0,10000.0,500.0
812,887,524,39,186.5,63.3,1,1,0,0,0,1,2621,2,2.0,0.46,2022-06-29,,,17700.961735700923
813,469,291,36,179.3,56.7,1,0,1,7,1,1,2698,1,,0.71,2025-04-04,,,1365.6135455569474
814,846,35,51,180.0,57.3,0,0,4,4,0,1,751,0,5.0,0.24,2023-09-25,765.0,10000.0,5304.565695489534
815,738,326,57,154.5,49.9,0,1,1,3,1,1,2377,2,3.0,0.31,2020-10-14,638.0,5000.0,7964.866269439541
816,802,459,71,176.9,97.2,1,0,1,3,0,1,1156,2,3.0,0.69,2024-06-18,448.0,5000.0,500.0
817,6,352,48,154.6,52.5,1,1,3,1,1,1,4514,2,1.0,0.73,2023-05-18,,10000.0,34340.561702198414
818,489,453,46,163.4,79.0,0,0,0,6,0,1,3260,4,0.0,0.05,2020-04-11,,,12967.610492373218
819,269,157,60,172.0,77.0,0,1,3,5,0,1,1698,4,,0.46,2022-04-04,387.0,,25591.639696246308
820,578,149,25,178.6,61.4,0,1,3,7,0,1,2358,2,1.0,0.48,2022-11-23,798.0,,39095.70132515807
821,495,279,66,173.9,76.3,0,0,4,2,1,0,3443,2,,0.42,2021-11-12,,1068.71,500.0
822,961,78,44,175.6,82.6,1,0,1,2,1,1,4021,4,,0.96,2020-08-13,,5000.0,500.0
823,146,261,29,171.5,79.4,1,1,4,3,1,1,500,1,,0.46,2024-01-15,629.0,514.54,7920.423808612631
824,633,80,62,172.9,59.9,1,1,0,5,1,0,3388,1,4.0,0.48,2024-10-03,840.0,10000.0,500.0
825,716,122,66,164.7,87.5,1,0,0,5,0,0,1047,1,,0.55,2020-06-22,,10000.0,500.0
826,423,37,30,155.5,85.4,0,0,0,7,0,0,1282,4,,0.92,2020-02-29,,,500.0
827,667,124,37,173.3,40.2,0,1,0,0,0,1,3079,0,2.0,0.15,2024-06-27,313.0,10000.0,500.0
828,564,638,25,171.9,82.6,0,1,3,7,1,1,2819,2,,0.08,2023-10-19,,10000.0,21615.341955334683
829,65,511,39,174.2,91.3,0,0,1,7,1,1,3868,3,,0.84,2024-05-11,,5000.0,6659.447214207712
830,674,534,58,179.0,65.1,1,0,3,6,1,1,3764,4,,0.21,2024-11-30,,5000.0,26612.43910076703
831,817,615,69,182.4,61.5,0,0,3,3,1,1,1604,1,,0.88,2022-02-01,615.0,10000.0,500.0
832,948,207,52,168.8,59.6,1,1,0,2,1,0,3034,2,,0.28,2024-08-12,,5000.0,500.0
833,951,403,69,158.4,74.0,0,1,4,0,1,1,2030,4,0.0,0.25,2024-08-15,509.0,,17858.7134257502
834,512,535,18,179.0,51.9,1,0,3,2,1,1,2028,1,,0.97,2024-01-27,,,500.0
835,725,500,40,172.8,56.9,0,0,2,5,0,1,1145,4,4.0,0.33,2023-01-04,,289.98,4885.126472172284
836,447,70,62,177.1,42.5,0,1,2,7,0,0,2721,2,,0.95,2022-07-20,746.0,5000.0,3566.516472585042
837,93,50,53,170.3,61.2,1,0,4,0,0,0,4096,1,1.0,0.08,2023-11-06,,931.21,10957.563256599551
838,185,166,39,170.3,63.5,0,1,3,0,0,1,4592,4,1.0,0.37,2020-03-23,,761.03,46866.76671580148
839,51,401,39,180.1,50.8,1,1,1,4,0,0,2575,0,,0.98,2020-08-01,,714.84,500.0
840,779,44,24,165.6,55.8,1,0,0,0,0,0,3348,2,,0.73,2020-06-29,,,500.0
841,518,550,34,160.6,64.3,1,1,3,5,1,1,1801,3,,0.69,2022-07-04,719.0,,26375.556848313485
842,166,478,68,152.1,71.8,1,0,2,1,0,0,1892,0,,0.51,2021-02-03,479.0,806.63,500.0
843,813,435,60,176.3,80.1,1,1,4,6,1,1,1855,2,,0.42,2023-06-15,703.0,5000.0,21260.31115423613
844,217,550,54,186.7,51.8,1,1,0,3,0,0,4398,0,,0.2,2020-12-07,458.0,10000.0,500.0
845,402,517,44,179.9,62.2,1,0,0,6,0,1,1699,1,,0.07,2023-10-07,,,10595.161518636263
